date;user;text;cleantext;tokens
2022-10-06 23:45:00;dinagustavsson;@mina_020305 @AdiPramomo Tapi banyak jama'ah haji gak di vaksin, boleh menunaikan ibadah haji;jamah haji vaksin tunai ibadah haji;['jamah', 'haji', 'vaksin', 'tunai', 'ibadah', 'haji']
2022-10-06 23:43:00;Bimsyah_;"@irwank2k2 Menteri BUMN malah teruskan uji vaksin.
Masih kurang banyak yang meninggal dan kena akibat buruk?";menteri bumn uji vaksin tinggal kena akibat buruk;['menteri', 'bumn', 'uji', 'vaksin', 'tinggal', 'kena', 'akibat', 'buruk']
2022-10-06 23:43:00;FiatPatchata;Thai tuh sampe vaksin 4 kali y?ð­;thai tuh vaksin kali;['thai', 'tuh', 'vaksin', 'kali']
2022-10-06 23:42:00;4ndini_ananda;RT @MustBee17: Hadirnya vaksin Covid-19 BUMN adalah bukti kerja sama kementerian/lembaga memberikan solusi yg terbaik bagi negara. Erick Thâ¦;hadir vaksin covid bumn bukti kerja menteri lembaga solusi negara erick th;['hadir', 'vaksin', 'covid', 'bumn', 'bukti', 'kerja', 'menteri', 'lembaga', 'solusi', 'negara', 'erick', 'th']
2022-10-06 23:41:00;ucokseparoh;Di usia menjelang 30 dia dapat Ramsay Hunt Syndrome dan istrinya dapat gejala sprt stroke krn blood clot di otak.â¦ https://t.co/ymbG8lzNc0;usia jelang ramsay hunt syndrome istri gejala stroke blood clot otak;['usia', 'jelang', 'ramsay', 'hunt', 'syndrome', 'istri', 'gejala', 'stroke', 'blood', 'clot', 'otak']
2022-10-06 23:40:00;babah_gio;@detikcom Alhamdullilah stock vaksin masih banyak..?ð;alhamdullilah stock vaksin;['alhamdullilah', 'stock', 'vaksin']
2022-10-06 23:39:00;contactap2;"Untuk WNA berusia diatas 17 tahun, wajib memiliki vaksin minimal dosis kedua dan menunjukan kartu/sertifikat vaksin dosis lengkap (kedua) minimal 14 hari sebelum masuk ke Indonesia. (3) Terima kasih. -Boni
";wna usia wajib milik vaksin minimal dosis kartu sertifikat vaksin dosis lengkap minimal masuk indonesia terima kasih bon;['wna', 'usia', 'wajib', 'milik', 'vaksin', 'minimal', 'dosis', 'kartu', 'sertifikat', 'vaksin', 'dosis', 'lengkap', 'minimal', 'masuk', 'indonesia', 'terima', 'kasih', 'bon']
2022-10-06 23:38:00;contactap2;"Perihal karantina mengikuti pendamping, bila pendamping memiliki vaksin dosis pertama wajib karantina selama 5x24 jam, namun apabila telah memiliki  vaksin dosis kedua/ketiga serta saat tiba suhu dibawah 37,5 dan tidak bergejala covid, maka tidak ada karantina. (2)
";perihal karantina damping damping milik vaksin dosis wajib karantina jam milik vaksin dosis sat suhu gejala covid karantina;['perihal', 'karantina', 'damping', 'damping', 'milik', 'vaksin', 'dosis', 'wajib', 'karantina', 'jam', 'milik', 'vaksin', 'dosis', 'sat', 'suhu', 'gejala', 'covid', 'karantina']
2022-10-06 23:38:00;contactap2;"Dapat kami informasikan berdasarkan SE Satgas no 19 tahun 2022, untuk kedatangan internasional bagi WNA PPLN berusia 6-17 tahun diperbolehkan masuk ke Indonesia tanpa vaksin dengan syarat memiliki KITAS/KITAP, Izin tinggal dinas dan izin tinggal diplomatik. (1)
";informasi dasar satgas internasional wna ppln usia masuk indonesia vaksin syarat milik kitas kitap izin tinggal dinas izin tinggal diplomatik;['informasi', 'dasar', 'satgas', 'internasional', 'wna', 'ppln', 'usia', 'masuk', 'indonesia', 'vaksin', 'syarat', 'milik', 'kitas', 'kitap', 'izin', 'tinggal', 'dinas', 'izin', 'tinggal', 'diplomatik']
2022-10-06 23:38:00;Noe_Fzrr;"RT @timbang_lego: Pro jokowi harus vaksin.
Pro anies harus vaksin.
Pro ganjar harus vaksin.

Sungguh persaudaraan kalian sangat indah.";pro jokowi vaksin pro anies vaksin pro ganjar vaksin sungguh persaudaran indah;['pro', 'jokowi', 'vaksin', 'pro', 'anies', 'vaksin', 'pro', 'ganjar', 'vaksin', 'sungguh', 'persaudaran', 'indah']
2022-10-06 23:37:00;RENIEKA2012;RT @AbdulAzizlatte: Diperjelas saja ya, @KemenkesRI : vaksinasi lengkap memicu gelombang baru covid-19. Masih ngotot bisnis vaksin dan PCR?â¦;vaksinasi lengkap picu gelombang covid ngotot bisnis vaksin pcr;['vaksinasi', 'lengkap', 'picu', 'gelombang', 'covid', 'ngotot', 'bisnis', 'vaksin', 'pcr']
2022-10-06 23:36:00;AbramuST5;"RT @DokterTifa: Tahun 2020 Pandemi COVID
Tahun 2021 Pandemi Vaksin
Tahun 2022 Pandemi Comorbid
Tahun 2023 Pandemi Kelaparan

Semua Elite siâ¦";pandemi covid pandemi vaksin pandemi comorbid pandemi lapar elite si;['pandemi', 'covid', 'pandemi', 'vaksin', 'pandemi', 'comorbid', 'pandemi', 'lapar', 'elite', 'si']
2022-10-06 23:35:00;Bayouiraone1;@wong_dalan Mau smpe kpn pun aq sih ogah vaksin.;sih ogah vaksin;['sih', 'ogah', 'vaksin']
2022-10-06 23:35:00;HendroK51;"Vaksin Menyehatkan Anak Bangsa
https://t.co/zI5jmGsdIP
Pembangunan Jokowi Terbaik";vaksin sehat anak bangsa bangun jokowi;['vaksin', 'sehat', 'anak', 'bangsa', 'bangun', 'jokowi']
2022-10-06 23:35:00;madisty15;"Demam 3 hari ga ilang2
Efek vaksin atau apa si, ga enak bgt :(";demam hilang efek vaksin enak banget;['demam', 'hilang', 'efek', 'vaksin', 'enak', 'banget']
2022-10-06 23:35:00;HendroK51;"Imbau Orangtua Ajak Anak Imunisasi, Ahli: Vaksin yang Digunakan Aman
https://t.co/cg2S7Zwquu
Pembangunan Jokowi Terbaik";imbau orangtua ajak anak imunisasi ahli vaksin aman bangun jokowi;['imbau', 'orangtua', 'ajak', 'anak', 'imunisasi', 'ahli', 'vaksin', 'aman', 'bangun', 'jokowi']
2022-10-06 23:31:00;Bimsyah_;"Ucapan Wiku dibaca sebaliknya baru valid.

Yang pro Vaksin Kopit, belum tercerahkan atau paham bahayanya, sehingga mereka menerimanya.
";wiku baca valid pro vaksin kopit cerah paham bahaya terima;['wiku', 'baca', 'valid', 'pro', 'vaksin', 'kopit', 'cerah', 'paham', 'bahaya', 'terima']
2022-11-06 23:59:00;syarifptk;"RT @OposisiCerdas: Dokter Tifa Pertanyakan Viralnya Rendang Babi: Mau Menutupi Berita Kedatangan 74 Juta Dosis Vaksin?
https://t.co/twZiki7â¦";dokter tifa viralnya rendang babi tutup berita juta dosis vaksin;['dokter', 'tifa', 'viralnya', 'rendang', 'babi', 'tutup', 'berita', 'juta', 'dosis', 'vaksin']
2022-11-06 23:59:00;user000789;RT @ProfesorZubairi: Justin Bieber dengan 114 juta pengikut di Twitter dan 240 juta di Instagram alami kelumpuhan wajah karena Ramsay Huntâ¦;justin bieber juta twitter juta instagram alami lumpuh wajah ramsay hunt;['justin', 'bieber', 'juta', 'twitter', 'juta', 'instagram', 'alami', 'lumpuh', 'wajah', 'ramsay', 'hunt']
2022-11-06 23:59:00;taofan_pratama;"Sudah vaksin. 
Sudah kena. 
Sudah kehilangan. 
Terus apalagi? 
Lelah. 

Bisnis lagi. 

Indonesia  seharusnya sembuh! 
Fighting back C19.";vaksin kena hilang lelah bisnis indonesia sembuh fighting back;['vaksin', 'kena', 'hilang', 'lelah', 'bisnis', 'indonesia', 'sembuh', 'fighting', 'back']
2022-11-06 23:59:00;thea_effendy;RT @dinanatalialee: Agenda Dibalik Pandemi Covid dan Vaksin Covid-19 Yang Pernah Dibahas oleh Bill gates Tahun 2015 lalu https://t.co/H92zUâ¦;agenda pandemi covid vaksin covid bahas bill gates;['agenda', 'pandemi', 'covid', 'vaksin', 'covid', 'bahas', 'bill', 'gates']
2022-11-06 23:58:00;R_GOLEK_KENCANA;"??????
Rakyat jelata sudah tidak peduli lagi dg kopat-kopit... 
Terus kok ngotot kopat-kopit dan mandatory vaksin... 
Ada apa dg plangdemit ....
#RakyatBerjuang
#KorupsiBiangTeroris
#DaihatsuIndonesiaMasters2022";rakyat jelata peduli kopat kopit ngotot kopat kopit mandatory vaksin plangdemit;['rakyat', 'jelata', 'peduli', 'kopat', 'kopit', 'ngotot', 'kopat', 'kopit', 'mandatory', 'vaksin', 'plangdemit']
2022-11-06 23:58:00;klarick26;@geloraco @machbeach Bisnis vaksin gede ya;bisnis vaksin gede;['bisnis', 'vaksin', 'gede']
2022-11-06 23:57:00;tasya0545;Macita Kecam Komnas Pa Karena Permintaan Hentikan Vaksin Anak,Jokowi Utamakan Pemerataan https://t.co/aJ7qY6GGMz;macita kecam komnas permintan henti vaksin anak jokowi utama merat;['macita', 'kecam', 'komnas', 'permintan', 'henti', 'vaksin', 'anak', 'jokowi', 'utama', 'merat']
2022-11-06 23:57:00;tasya0545;Waspada Hoax Terkait Vaksin Covid,Jokowi Utamakan Pemerataan https://t.co/BqnHhTfDtj;waspada hoax kait vaksin covid jokowi utama merat;['waspada', 'hoax', 'kait', 'vaksin', 'covid', 'jokowi', 'utama', 'merat']
2022-11-06 23:57:00;AnOrdinaryEmak;@DokterTifa Kmrn dengar berita, akan digodok aturan bhw vaksin dosis lengkap adalah 3 dosis bukan lagi 2. Hati2 semuaaa;kemarin dengar berita godok atur vaksin dosis lengkap dosis hati;['kemarin', 'dengar', 'berita', 'godok', 'atur', 'vaksin', 'dosis', 'lengkap', 'dosis', 'hati']
2022-11-06 23:56:00;zero_165;"RT @wingkyp: Satpam begadang mana ada yang stroke ?
Kenapa tidak pernah dibahas vaksin apa yang digunakkan, berapa dosisnya sebelum strokeâ¦";satpam begadang stroke bahas vaksin digunakkan dosis stroke;['satpam', 'begadang', 'stroke', 'bahas', 'vaksin', 'digunakkan', 'dosis', 'stroke']
2022-11-06 23:56:00;tersayang2015;"RT @t3luuur: Justin Bieber jadi korban efek samping vaksin yang disebut ""Ramsay Hunt Syndrome""

Atau kita kenal dengan istilah Bell's Palsyâ¦";justin bieber korban efek samping vaksin ramsay hunt syndrome kenal istilah bells palsy;['justin', 'bieber', 'korban', 'efek', 'samping', 'vaksin', 'ramsay', 'hunt', 'syndrome', 'kenal', 'istilah', 'bells', 'palsy']
2022-11-06 23:56:00;KangCendol_33;"Vaksinasi pada anak ini penting agar kekebalan tubuhnya terbentuk serta melindungi anak agar tetap sehat karena mereka bisa berpotensi mengalami long Covid-19,vaksin Covid-19 utk aman utk diberikan pada anak*.

#LawanHoaksVaksinCovid 
#TimnasDay
";vaksinasi anak kebal tubuh bentuk lindung anak sehat potensi alami long covid vaksin covid aman anak;['vaksinasi', 'anak', 'kebal', 'tubuh', 'bentuk', 'lindung', 'anak', 'sehat', 'potensi', 'alami', 'long', 'covid', 'vaksin', 'covid', 'aman', 'anak']
2022-11-06 23:55:00;KangCendol_33;"Hepatitis Akut tdk ada hubungannya dgn vaksin covid-19.

Tetaplah waspada dan lindungi keluarga kita terutama anak"" agar tdk terkena dampak dari Hepatitis Akut

Jgn lupa utk memberikan vaksinasi bagi"" anak , sebab vaksin aman dan halal sobat 

 #LawanHoaksVaksinCovid 
#TimnasDay
";hepatitis akut hubung vaksin covid waspada lindung keluarga utama anak kena dampak hepatitis akut lupa vaksinasi anak vaksin aman halal sobat;['hepatitis', 'akut', 'hubung', 'vaksin', 'covid', 'waspada', 'lindung', 'keluarga', 'utama', 'anak', 'kena', 'dampak', 'hepatitis', 'akut', 'lupa', 'vaksinasi', 'anak', 'vaksin', 'aman', 'halal', 'sobat']
2022-11-06 23:51:00;RENIEKA2012;"Di group telegram disampaikan bhw dia & suaminya sama2 sudah ambil vaksin C19
Rekam jejak mungkin bisa check di IG nya 
Krn kayak Justin Bieber itu, udah jelas krn vaksin tapi jejak nya jejaknya tetap dikaburkan
";group telegram suami ambil vaksin rekam jejak check nya kayak justin bieber vaksin jejak nya jejak kabur;['group', 'telegram', 'suami', 'ambil', 'vaksin', 'rekam', 'jejak', 'check', 'nya', 'kayak', 'justin', 'bieber', 'vaksin', 'jejak', 'nya', 'jejak', 'kabur']
2022-11-06 23:51:00;MyHeartGravity;RT @jeongppal: @worksfess Lagi vaksin pertama eh terus disuruh ngechat beberapa@karyawan buat dirumahkan (saat itu delta lagi naik bgt plusâ¦;vaksin suruh ngechat rumah sat delta banget plus;['vaksin', 'suruh', 'ngechat', 'rumah', 'sat', 'delta', 'banget', 'plus']
2022-11-06 23:50:00;BeritakiniB;"Pengambilan vaksin secara perlahan di klinik swasta - https://beritakini.biz/pengambilan-vaksin-secara-perlahan-di-klinik-swasta/
GEORGE TOWN: Kadar vaksinasi untuk kanak-kanak berumur antara lima dan 11 tahun di klinik swasta di
";ambil vaksin perlahan klinik swasta george town kadar vaksinasi kanak kanak umur klinik swasta;['ambil', 'vaksin', 'perlahan', 'klinik', 'swasta', 'george', 'town', 'kadar', 'vaksinasi', 'kanak', 'kanak', 'umur', 'klinik', 'swasta']
2022-11-06 23:50:00;Azzahra36818079;@puanmaharani_ri Setiap calon jamaah Haji diwajibkan untuk vaksin meningitis, aksin meningitis tidak boleh diberikan pada ibu hamil.;calon jamah haji wajib vaksin meningitis aksin meningitis hamil;['calon', 'jamah', 'haji', 'wajib', 'vaksin', 'meningitis', 'aksin', 'meningitis', 'hamil']
2022-11-06 23:50:00;AdliNaufal_10;"RT @t3luuur: Tidak satupun orang yang menyesal karena menolak vaksin

Sebaliknya, banyak yang menyesal karena telah divaksin

Re-tweet jikaâ¦";orang sesal tolak vaksin sesal vaksin tweet;['orang', 'sesal', 'tolak', 'vaksin', 'sesal', 'vaksin', 'tweet']
2022-11-06 23:48:00;fucker_on;"RT @LsOwien: Semua pernyataan saya di benarkan oleh ahli2 Vaksin jujur luar Negeri.

Dan saya: 
Di jadikan sumber ilmiah yg paling benar olâ¦";pernyatan ahli vaksin jujur negeri sumber ilmiah ol;['pernyatan', 'ahli', 'vaksin', 'jujur', 'negeri', 'sumber', 'ilmiah', 'ol']
2022-11-06 23:48:00;Joyanle2;RT @healthy13245678: Gimana klo kita tawarkan sebaliknya kepada bumn yg lg cari duit dari bill gates, mending kita org2 yg gak mau vaksin câ¦;kalo tawar bumn cari duit bill gates mending orang vaksin;['kalo', 'tawar', 'bumn', 'cari', 'duit', 'bill', 'gates', 'mending', 'orang', 'vaksin']
2022-11-06 23:47:00;thea_effendy;"RT @Helmi_Felis: Mereka berjuang gunakan tenaga dan pikiran mereka, ayo kita berjuang dengan cara lain, yakni mensupport mereka

DONASI untâ¦";juang tenaga pikir ayo juang mensupport donasi unt;['juang', 'tenaga', 'pikir', 'ayo', 'juang', 'mensupport', 'donasi', 'unt']
2022-12-06 23:59:00;Agus_Solikhin_D;RT @clairvoyant_cl: Ramsay Hunt Syndrome setelah vaksinasi covid, seperti yg dialami oleh Justin Bieber. Sebelumnya @ProfesorZubairi mengatâ¦;ramsay hunt syndrome vaksinasi covid alami justin bieber mengat;['ramsay', 'hunt', 'syndrome', 'vaksinasi', 'covid', 'alami', 'justin', 'bieber', 'mengat']
2022-12-06 23:59:00;laksitamochtar;@yourpetsfess Tergantung kliniknya nder, ada yg wajib, ada yg gak..tp lebih baik vaksin dulu, buat preventif;gantung klinik nder wajib vaksin preventif;['gantung', 'klinik', 'nder', 'wajib', 'vaksin', 'preventif']
2022-12-06 23:59:00;darmalikSe;"RT @AnakLolina2: Formula sampah yg blm selesai hitung pemasukannya mau di kaburkan atau bahkan di tutupi dgn menaikan isu rendang babi.

Blâ¦";formula sampah selesai hitung pasu kabur tutup isu rendang babi bl;['formula', 'sampah', 'selesai', 'hitung', 'pasu', 'kabur', 'tutup', 'isu', 'rendang', 'babi', 'bl']
2022-12-06 23:58:00;bbunyihujaann;"Pengen tukeran gubernur deh, disini gubernurnya Paksa seluruh anggota kluarga yg namanya ada di KK di vaksin, KLO ga Tunjangan kinerja pegawai ga dikasih???? 
kesian kerja udh cape2 tunkirnya ga diksih..??
apa hubungannya coba tunkir ma vaksin.....lieur??
";pengin tukeran gubernur deh gubernur paksa anggota keluarga nama vaksin kalo tunjang kerja pegawai kasih kesi kerja capek tunkirnya diksih hubung coba tunkir vaksin lieur;['pengin', 'tukeran', 'gubernur', 'deh', 'gubernur', 'paksa', 'anggota', 'keluarga', 'nama', 'vaksin', 'kalo', 'tunjang', 'kerja', 'pegawai', 'kasih', 'kesi', 'kerja', 'capek', 'tunkirnya', 'diksih', 'hubung', 'coba', 'tunkir', 'vaksin', 'lieur']
2022-12-06 23:57:00;omdewasa;RT @isidorusss: Sabar mas ngadepin beginian, memang ngurus kewan ki angel lho. Vitamin kudu akeh, kudu vaksin rutin, durung nek kutu e akeh.;sabar mas ngadepin urus wan angel lho vitamin kudu akeh kudu vaksin rutin durung nek kutu akeh;['sabar', 'mas', 'ngadepin', 'urus', 'wan', 'angel', 'lho', 'vitamin', 'kudu', 'akeh', 'kudu', 'vaksin', 'rutin', 'durung', 'nek', 'kutu', 'akeh']
2022-12-06 23:57:00;SETIWANEdI;RT @dinagustavsson: Wiliam Schnobelien orang yang meneliti dan membongkar Agenda Freemason dalam agenda covid-19 dan vaksin https://t.co/Xxâ¦;wiliam schnobelien orang teliti bongkar agenda freemason agenda covid vaksin;['wiliam', 'schnobelien', 'orang', 'teliti', 'bongkar', 'agenda', 'freemason', 'agenda', 'covid', 'vaksin']
2022-12-06 23:56:00;Mustapa050585;RT @Pekerjagigolo: Bani vaksin mandatory meninggalððð https://t.co/apKhJ6K2Ba;bani vaksin mandatory tinggal;['bani', 'vaksin', 'mandatory', 'tinggal']
2022-12-06 23:56:00;timbang_lego;RT @_Banyoe: Bagaimana bila SARS-CoV-2 tidak exist sementara vaksin halu dan antigen halu serta hal-hal yang berkaitan dengan itu adalah keâ¦;sars cov exist vaksin halu antigen halu kait;['sars', 'cov', 'exist', 'vaksin', 'halu', 'antigen', 'halu', 'kait']
2022-12-06 23:55:00;Mbelgembel1;"RT @BorgezWillyam: Percepat Terciptanya Herd Imunnity Kodim 1621/TTS bersinergi dengan Polri Laksanakan Razia Vaksin.

Kegiatan Pendisiplinâ¦";cepat cipta herd imunnity kodim tts sinergi polri laksana razia vaksin giat disiplin;['cepat', 'cipta', 'herd', 'imunnity', 'kodim', 'tts', 'sinergi', 'polri', 'laksana', 'razia', 'vaksin', 'giat', 'disiplin']
2022-12-06 23:53:00;Mbelgembel1;"RT @t3luuur: Tidak hanya Justin Bieber, ""wajah mencong"" karena vaksin di Indonesia juga sudah ada

Bahkan mungkin lebih banyak hanya saja tâ¦";justin bieber wajah mencong vaksin indonesia;['justin', 'bieber', 'wajah', 'mencong', 'vaksin', 'indonesia']
2022-12-06 23:50:00;Jagungbeledug;"RT @Fun23953173: Pendeta Lukas Sutrisno 

Pemasangan microchip pada tubuh manusia, microchip yang dimasukkan kedalam tubuh manusia yang disâ¦";pendeta lukas sutrisno pasang microchip tubuh manusia microchip masuk tubuh manusia dis;['pendeta', 'lukas', 'sutrisno', 'pasang', 'microchip', 'tubuh', 'manusia', 'microchip', 'masuk', 'tubuh', 'manusia', 'dis']
2022-12-06 23:50:00;raihana_wiwieal;RT @dinagustavsson: Gubernur Florida, satu2 gubernur yang tidak pernah tunduk sama aturan Elite Global, dia tidak mau membohongi rakyatnyaâ¦;gubernur florida gubernur tunduk atur elite global bohong rakyat;['gubernur', 'florida', 'gubernur', 'tunduk', 'atur', 'elite', 'global', 'bohong', 'rakyat']
2022-12-06 23:50:00;Zlkh2021;"Lihat itu bgmn dg ibadah haji dan umroh. 

Pemerintah Arab membebaskan semua atribut plandemi bagi calon jamaah haji dan umroh. Tp disini?

Syarat vaksin masih berlaku. 

????
";lihat ibadah haji umroh perintah arab bebas atribut plandemi calon jamah haji umroh syarat vaksin laku;['lihat', 'ibadah', 'haji', 'umroh', 'perintah', 'arab', 'bebas', 'atribut', 'plandemi', 'calon', 'jamah', 'haji', 'umroh', 'syarat', 'vaksin', 'laku']
2022-12-06 23:48:00;WongMbeling5;"Abaikan omongan orang yg mau dilengserkan, kenyataan dilapangan orang2 baik2 saja tdk ada yg terpapar covid, Jgn mau dibohongi oleh pedagang vaksin
";abai omong orang lengser kenyat lapang orang papar covid bohong dagang vaksin;['abai', 'omong', 'orang', 'lengser', 'kenyat', 'lapang', 'orang', 'papar', 'covid', 'bohong', 'dagang', 'vaksin']
2022-12-06 23:48:00;Zlkh2021;@MprAldo Kalo menerapkan test imunitas maka program vaksin bakalan macet.;kalo terap test imunitas program vaksin macet;['kalo', 'terap', 'test', 'imunitas', 'program', 'vaksin', 'macet']
2022-12-06 23:47:00;galur_polsek;"Dalam Rangka Hut Bhayangkara yang ke-76 tahun 2022, Polsek Galur bekerjasama dengan pukesmas Galur 1 melaksanakan Kegiatan Vaksinasi.
Adapun jadwal sudah tetera.

Yuk Kita Vaksin mumpung Gratis. https://instagram.com/p/CeuWYgzvvgF/?igshid=YTgzYjQ4ZTY=
";rangka hut bhayangkara polsek galur bekerjasama pukesmas galur laksana giat vaksinasi jadwal tetera yuk vaksin mumpung gratis;['rangka', 'hut', 'bhayangkara', 'polsek', 'galur', 'bekerjasama', 'pukesmas', 'galur', 'laksana', 'giat', 'vaksinasi', 'jadwal', 'tetera', 'yuk', 'vaksin', 'mumpung', 'gratis']
2022-12-06 23:47:00;kerjacerdas;"RT @Semestabersabd2: Al fatihahð¤² 
Muhammad Rafee (34)
Sudah vaksin lengkap
26/3/22 meninggal dunia terjangkit kuman pada paruÂ²nya
Sakit sejâ¦";fatihah muhammad rafee vaksin lengkap tinggal dunia jangkit kuman paru nya sakit sej;['fatihah', 'muhammad', 'rafee', 'vaksin', 'lengkap', 'tinggal', 'dunia', 'jangkit', 'kuman', 'paru', 'nya', 'sakit', 'sej']
2022-12-06 23:46:00;__villainess_;"Baiknya gitu biar daya tahannya kuat dan resiko kena virus minim. Tp tanya aja ke vetnya, soalnya ada yg harus vaksin ada juga yg penting cuma sehat (bebas kutu, jamur, cacing, dll).
";biar daya tahan kuat resiko kena virus minim vet vaksin sehat bebas kutu jamur cacing;['biar', 'daya', 'tahan', 'kuat', 'resiko', 'kena', 'virus', 'minim', 'vet', 'vaksin', 'sehat', 'bebas', 'kutu', 'jamur', 'cacing']
2022-12-06 23:46:00;DendenRikman;@detikcom Rasanya bikin pusing dan agak rudet, soalnya nanti ada PPKM lagi dan vaksin lagi...kan beda  varian...jd cuan seuteurong lg dong ð¤ª;bikin pusing rudet ppkm vaksin beda varian cuan seuteurong;['bikin', 'pusing', 'rudet', 'ppkm', 'vaksin', 'beda', 'varian', 'cuan', 'seuteurong']
2022-12-06 23:46:00;raihana_wiwieal;RT @healthy13245678: Mengenai kemalangan sakit yg  diderita justin bieber dan istri, tdk ada 1pun media yg bahas keterkaitannya dengan vaksâ¦;kena malang sakit derita justin bieber istri media bahas kait vaks;['kena', 'malang', 'sakit', 'derita', 'justin', 'bieber', 'istri', 'media', 'bahas', 'kait', 'vaks']
2022-12-06 23:46:00;mujairlele;RT @iii_chromatic: PASPOR INTERNAL UNTUK MEMBATASI KEBEBASAN MEREKA YANG MENOLAK VAKSIN ï¸ Selama sesi parlemen, seorang anggota parlemen Prâ¦;paspor internal batas bebas tolak vaksin sesi parlemen orang anggota parlemen pr;['paspor', 'internal', 'batas', 'bebas', 'tolak', 'vaksin', 'sesi', 'parlemen', 'orang', 'anggota', 'parlemen', 'pr']
2022-12-06 23:43:00;yourpetsfess;ð Kalau mau steril harus vaksin dulu kahh?;steril vaksin kahh;['steril', 'vaksin', 'kahh']
2022-12-06 23:38:00;Tanto90647460;Waspada Omicron BA 4 dan BA 5, Sudah Vaksin Bisa Terinfeksi https://t.co/gu9x7ivNyG;waspada omicron vaksin infeksi;['waspada', 'omicron', 'vaksin', 'infeksi']
2022-12-06 23:36:00;Zlkh2021;"Iya. Mmg tidak bisa dipungkiri bbrp orang mengalami tekanan dan ancaman. 

Saya hny bisa mendoakan semoga mereka terlindungi dari resiko buruk vaksin tsb. Karena pada dasarnya bukan berasal dr kerelaan hati. Tetapi ancaman, intimidasi dll.
";iya dipungkiri orang alami tekan ancam doa moga lindung resiko buruk vaksin dasar rel hati ancam intimidasi;['iya', 'dipungkiri', 'orang', 'alami', 'tekan', 'ancam', 'doa', 'moga', 'lindung', 'resiko', 'buruk', 'vaksin', 'dasar', 'rel', 'hati', 'ancam', 'intimidasi']
2022-12-06 23:36:00;Iiefachri;@sikodoksakit Stock vaksin msh banyak...;stock vaksin;['stock', 'vaksin']
2022-12-06 23:34:00;Zlkh2021;"@ronin_rendahan @StopPlandemit Yup. Ini adalah contoh jebakan betmennya. 

Makanya para korban cedera vaksin pada pasrah.";contoh jebak betmennya korban cedera vaksin pasrah;['contoh', 'jebak', 'betmennya', 'korban', 'cedera', 'vaksin', 'pasrah']
2022-12-06 23:32:00;HbHendro;"Kita tahu,pjbt menteri siapa yg bisnis vaksin,yg bisnis PCR? Tentu mereka leluasa berbisnis.Pandemi adlh kesempatan.Naluri bisnisnya berjalan.
";pjbt menteri bisnis vaksin bisnis pcr leluasa bisnis pandemi naluri bisnis jalan;['pjbt', 'menteri', 'bisnis', 'vaksin', 'bisnis', 'pcr', 'leluasa', 'bisnis', 'pandemi', 'naluri', 'bisnis', 'jalan']
2022-12-06 23:29:00;cirtbuleleng;Vaksin Merupakan Praktik Depopulasi Rakyat https://t.co/2IPUbM1AIh;vaksin rupa praktik depopulasi rakyat;['vaksin', 'rupa', 'praktik', 'depopulasi', 'rakyat']
2022-12-06 23:28:00;AgusAbdll;@DokterTifa Tanya dokter vaksin merk apa yang halal, saya ogah vaksin haram;dokter vaksin merk halal ogah vaksin haram;['dokter', 'vaksin', 'merk', 'halal', 'ogah', 'vaksin', 'haram']
2022-12-06 23:28:00;Douglasmicronci;"RT @Zlkh2021: Diantaranya banyak yg ngeles dg menjawab,""Ya itu nanti dosa2nya yang nanggung yang nyuruh vaksin jika ada apa2nya"".

Yakin?!â¦";ngeles dosa nya nanggung nyuruh vaksin nya;['ngeles', 'dosa', 'nya', 'nanggung', 'nyuruh', 'vaksin', 'nya']
2022-12-06 23:28:00;golaliid;"Jadwal dan Lokasi Vaksinasi Covid-19 di Kabupaten Bandung

https://t.co/R8DUdDs2Pg

#infobdg #vaksinasi #Vaksin #golalidotid #golaliid";jadwal lokasi vaksinasi covid kabupaten bandung;['jadwal', 'lokasi', 'vaksinasi', 'covid', 'kabupaten', 'bandung']
2022-12-06 23:27:00;DiahSulistiowa3;"RT @ProfesorZubairi: Ada gosip, Ramsay Hunt Syndrome yang dialami Justin Bieber disebabkan vaksin Covid-19?

Belum ada bukti. Yang jelas, sâ¦";gosip ramsay hunt syndrome alami justin bieber vaksin covid bukti;['gosip', 'ramsay', 'hunt', 'syndrome', 'alami', 'justin', 'bieber', 'vaksin', 'covid', 'bukti']
2022-12-06 23:27:00;karang_jimbaro;RT @RENIEKA2012: Britney Spears kehilangan bayi nya setelah di vaksin C19 https://t.co/iqxCDOSJUu;britney spears hilang bayi nya vaksin;['britney', 'spears', 'hilang', 'bayi', 'nya', 'vaksin']
2022-12-06 23:26:00;FendiMochamad;"RT @dinagustavsson: Ajarkan kepada umat islam, yang ma'ruf itu ma'ruf 
Yang munkar itu itu munkar 

Yang halal itu halal 
Yang haram itu haâ¦";ajar umat islam maruf maruf munkar munkar halal halal haram ha;['ajar', 'umat', 'islam', 'maruf', 'maruf', 'munkar', 'munkar', 'halal', 'halal', 'haram', 'ha']
2022-12-06 23:26:00;uv_firbilland;RT @SumandoGaek: @StopPlandemit Kalau ulama mau bersatu suara menegakkan hukum Islam, maka dipastikan vaksin apapun tidak akan bisa lolos sâ¦;ulama suara tegak hukum islam vaksin lolos;['ulama', 'suara', 'tegak', 'hukum', 'islam', 'vaksin', 'lolos']
